key,value,date
pos,62.00,11/25/2012
pos,93.00,11/26/2012
pos,169.00,11/27/2012
pos,2546.00,11/28/2012
pos,381.00,11/29/2012
pos,124.00,11/30/2012
pos,112.00,12/1/2012
pos,199.00,12/2/2012
pos,56.00,12/3/2012
pos,181.00,12/4/2012
pos,52.00,12/5/2012
pos,119.00,12/6/2012
pos,90.00,12/7/2012
pos,80.00,12/8/2012
pos,49.00,12/9/2012
pos,132.00,12/10/2012
pos,150.00,12/11/2012
pos,149.00,12/12/2012
pos,119.00,12/13/2012
pos,74.00,12/14/2012
pos,533.00,12/15/2012
pos,188.00,12/16/2012
pos,77.00,12/17/2012
pos,36.00,12/18/2012
pos,33.00,12/19/2012
pos,215.00,12/20/2012
pos,202.00,12/21/2012
pos,57.00,12/22/2012
pos,67.00,12/23/2012
pos,83.00,12/24/2012
pos,70.00,12/25/2012
pos,177.00,12/26/2012
pos,321.00,12/27/2012
pos,227.00,12/28/2012
pos,225.00,12/29/2012
pos,178.00,12/30/2012
pos,143.00,12/31/2012
pos,189.00,1/1/2013
pos,209.00,1/2/2013
pos,256.00,1/3/2013
pos,201.00,1/4/2013
pos,210.00,1/5/2013
pos,188.00,1/6/2013
pos,248.00,1/7/2013
pos,241.00,1/8/2013
pos,402.00,1/9/2013
pos,240.00,1/10/2013
pos,298.00,1/11/2013
pos,460.00,1/12/2013
pos,234.00,1/13/2013
pos,813.00,1/14/2013
pos,5244.00,1/15/2013
pos,3475.00,1/16/2013
pos,2604.00,1/17/2013
pos,9936.00,1/18/2013
pos,3498.00,1/19/2013
pos,880.00,1/20/2013
pos,585.00,1/21/2013
pos,504.00,1/22/2013
pos,647.00,1/23/2013
pos,336.00,1/24/2013
pos,222.00,1/25/2013
pos,163.00,1/26/2013
pos,134.00,1/27/2013
pos,204.00,1/28/2013
pos,331.00,1/29/2013
pos,245.00,1/30/2013
pos,405.00,1/31/2013
pos,163.00,2/1/2013
pos,64.00,2/2/2013
pos,514.00,2/3/2013
pos,374.00,2/4/2013
pos,164.00,2/5/2013
pos,237.00,2/6/2013
pos,224.00,2/7/2013
pos,142.00,2/8/2013
pos,52.00,2/9/2013
pos,132.00,2/10/2013
pos,145.00,2/11/2013
pos,124.00,2/12/2013
pos,175.00,2/13/2013
pos,94.00,2/14/2013
pos,72.00,2/15/2013
pos,149.00,2/16/2013
pos,187.00,2/17/2013
pos,153.00,2/18/2013
pos,39.00,2/19/2013
pos,146.00,2/20/2013
pos,242.00,2/21/2013
pos,75.00,2/22/2013
pos,71.00,2/23/2013
pos,82.00,2/24/2013
pos,169.00,2/25/2013
pos,186.00,2/26/2013
pos,232.00,2/27/2013
pos,333.00,2/28/2013
pos,250.00,3/1/2013
pos,78.00,3/2/2013
pos,67.00,3/3/2013
pos,83.00,3/4/2013
pos,144.00,3/5/2013
pos,107.00,3/6/2013
pos,164.00,3/7/2013
pos,42.00,3/8/2013
pos,49.00,3/9/2013
pos,107.00,3/10/2013
pos,191.00,3/11/2013
pos,113.00,3/12/2013
pos,136.00,3/13/2013
pos,187.00,3/14/2013
pos,50.00,3/15/2013
neg,13.00,3/15/2012
neg,36.00,3/16/2012
neg,0.00,3/17/2012
neg,4.00,3/18/2012
neg,0.00,3/19/2012
neg,20.00,3/20/2012
neg,35.00,3/21/2012
neg,12.00,3/22/2012
neg,10.00,3/23/2012
neg,10.00,3/24/2012
neg,12.00,3/25/2012
neg,2.00,3/26/2012
neg,20.00,3/27/2012
neg,1.00,3/28/2012
neg,10.00,3/29/2012
neg,2.00,3/30/2012
neg,30.00,3/31/2012
neg,1.00,4/1/2012
neg,6.00,4/2/2012
neg,41.00,4/3/2012
neg,21.00,4/4/2012
neg,4.00,4/5/2012
neg,14.00,4/6/2012
neg,0.00,4/7/2012
neg,10.00,4/8/2012
neg,17.00,4/9/2012
neg,32.00,4/10/2012
neg,12.00,4/11/2012
neg,120.00,4/12/2012
neg,42.00,4/13/2012
neg,11.00,4/14/2012
neg,30.00,4/15/2012
neg,12.00,4/16/2012
neg,54.00,4/17/2012
neg,11.00,4/18/2012
neg,8.00,4/19/2012
neg,0.00,4/20/2012
neg,10.00,4/21/2012
neg,0.00,4/22/2012
neg,4.00,4/23/2012
neg,2.00,4/24/2012
neg,42.00,4/25/2012
neg,12.00,4/26/2012
neg,19.00,4/27/2012
neg,10.00,4/28/2012
neg,20.00,4/29/2012
neg,31.00,4/30/2012
neg,74.00,5/1/2012
neg,27.00,5/2/2012
neg,1.00,5/3/2012
neg,2.00,5/4/2012
neg,10.00,5/5/2012
neg,0.00,5/6/2012
neg,2.00,5/7/2012
neg,20.00,5/8/2012
neg,3.00,5/9/2012
neg,32.00,5/10/2012
neg,24.00,5/11/2012
neg,15.00,5/12/2012
neg,52.00,5/13/2012
neg,20.00,5/14/2012
neg,15.00,5/15/2012
neg,39.00,5/16/2012
neg,29.00,5/17/2012
neg,33.00,5/18/2012
neg,5.00,5/19/2012
neg,15.00,5/20/2012
neg,26.00,5/21/2012
neg,68.00,5/22/2012
neg,22.00,5/23/2012
neg,10.00,5/24/2012
neg,35.00,5/25/2012
neg,10.00,5/26/2012
neg,20.00,5/27/2012
neg,20.00,5/28/2012
neg,31.00,5/29/2012
neg,5.00,5/30/2012
neg,63.00,5/31/2012
neg,60.00,6/1/2012
neg,30.00,6/2/2012
neg,20.00,6/3/2012
neg,10.00,6/4/2012
neg,60.00,6/5/2012
neg,12.00,6/6/2012
neg,23.00,6/7/2012
neg,0.00,6/8/2012
neg,10.00,6/9/2012
neg,10.00,6/10/2012
neg,20.00,6/11/2012
neg,13.00,6/12/2012
neg,110.00,6/13/2012
neg,87.00,6/14/2012
neg,23.00,6/15/2012
neg,17.00,6/16/2012
neg,20.00,6/17/2012
neg,27.00,6/18/2012
neg,27.00,6/19/2012
neg,0.00,6/20/2012
neg,23.00,6/21/2012
neg,30.00,6/22/2012
neg,16.00,6/23/2012
neg,10.00,6/24/2012
neg,20.00,6/25/2012
neg,14.00,6/26/2012
neg,66.00,6/27/2012
neg,10.00,6/28/2012
neg,46.00,6/29/2012
neg,62.00,6/30/2012
neg,31.00,7/1/2012
neg,27.00,7/2/2012
neg,0.00,7/3/2012
neg,50.00,7/4/2012
neg,30.00,7/5/2012
neg,14.00,7/6/2012
neg,42.00,7/7/2012
neg,13.00,7/8/2012
neg,40.00,7/9/2012
neg,71.00,7/10/2012
neg,58.00,7/11/2012
neg,63.00,7/12/2012
neg,22.00,7/13/2012
neg,7.00,7/14/2012
neg,2.00,7/15/2012
neg,18.00,7/16/2012
neg,93.00,7/17/2012
neg,31.00,7/18/2012
neg,46.00,7/19/2012
neg,28.00,7/20/2012
neg,30.00,7/21/2012
neg,29.00,7/22/2012
neg,23.00,7/23/2012
neg,42.00,7/24/2012
neg,20.00,7/25/2012
neg,30.00,7/26/2012
neg,30.00,7/27/2012
neg,20.00,7/28/2012
neg,4.00,7/29/2012
neg,40.00,7/30/2012
neg,4.00,7/31/2012
neg,52.00,8/1/2012
neg,2.00,8/2/2012
neg,31.00,8/3/2012
neg,11.00,8/4/2012
neg,12.00,8/5/2012
neg,12.00,8/6/2012
neg,26.00,8/7/2012
neg,30.00,8/8/2012
neg,25.00,8/9/2012
neg,26.00,8/10/2012
neg,0.00,8/11/2012
neg,22.00,8/12/2012
neg,12.00,8/13/2012
neg,73.00,8/14/2012
neg,50.00,8/15/2012
neg,22.00,8/16/2012
neg,12.00,8/17/2012
neg,6.00,8/18/2012
neg,4.00,8/19/2012
neg,73.00,8/20/2012
neg,1.00,8/21/2012
neg,24.00,8/22/2012
neg,10.00,8/23/2012
neg,3056.00,8/24/2012
neg,606.00,8/25/2012
neg,93.00,8/26/2012
neg,126.00,8/27/2012
neg,211.00,8/28/2012
neg,46.00,8/29/2012
neg,119.00,8/30/2012
neg,10.00,8/31/2012
neg,61.00,9/1/2012
neg,48.00,9/2/2012
neg,34.00,9/3/2012
neg,58.00,9/4/2012
neg,100.00,9/5/2012
neg,119.00,9/6/2012
neg,77.00,9/7/2012
neg,25.00,9/8/2012
neg,23.00,9/9/2012
neg,7.00,9/10/2012
neg,84.00,9/11/2012
neg,71.00,9/12/2012
neg,41.00,9/13/2012
neg,34.00,9/14/2012
neg,53.00,9/15/2012
neg,2.00,9/16/2012
neg,15.00,9/17/2012
neg,12.00,9/18/2012
neg,35.00,9/19/2012
neg,12.00,9/20/2012
neg,83.00,9/21/2012
neg,20.00,9/22/2012
neg,30.00,9/23/2012
neg,50.00,9/24/2012
neg,0.00,9/25/2012
neg,25.00,9/26/2012
neg,31.00,9/27/2012
neg,25.00,9/28/2012
neg,34.00,9/29/2012
neg,40.00,9/30/2012
neg,30.00,10/1/2012
neg,56.00,10/2/2012
neg,34.00,10/3/2012
neg,24.00,10/4/2012
neg,19.00,10/5/2012
neg,19.00,10/6/2012
neg,48.00,10/7/2012
neg,20.00,10/8/2012
neg,20.00,10/9/2012
neg,195.00,10/10/2012
neg,301.00,10/11/2012
neg,102.00,10/12/2012
neg,51.00,10/13/2012
neg,122.00,10/14/2012
neg,41.00,10/15/2012
neg,210.00,10/16/2012
neg,4209.00,10/17/2012
neg,1291.00,10/18/2012
neg,378.00,10/19/2012
neg,1949.00,10/20/2012
neg,933.00,10/21/2012
neg,793.00,10/22/2012
neg,519.00,10/23/2012
neg,260.00,10/24/2012
neg,61.00,10/25/2012
neg,105.00,10/26/2012
neg,81.00,10/27/2012
neg,127.00,10/28/2012
neg,594.00,10/29/2012
neg,82.00,10/30/2012
neg,29.00,10/31/2012
neg,30.00,11/1/2012
neg,3.00,11/2/2012
neg,4.00,11/3/2012
neg,17.00,11/4/2012
neg,7.00,11/5/2012
neg,39.00,11/6/2012
neg,18.00,11/7/2012
neg,29.00,11/8/2012
neg,58.00,11/9/2012
neg,42.00,11/10/2012
neg,11.00,11/11/2012
neg,1110.00,11/12/2012
neg,162.00,11/13/2012
neg,16.00,11/14/2012
neg,40.00,11/15/2012
neg,29.00,11/16/2012
neg,43.00,11/17/2012
neg,14.00,11/18/2012
neg,31.00,11/19/2012
neg,17.00,11/20/2012
neg,84.00,11/21/2012
neg,3.00,11/22/2012
neg,33.00,11/23/2012
neg,3.00,11/24/2012
neg,16.00,11/25/2012
neg,53.00,11/26/2012
neg,2.00,11/27/2012
neg,2414.00,11/28/2012
neg,232.00,11/29/2012
neg,5.00,11/30/2012
neg,0.00,12/1/2012
neg,20.00,12/2/2012
neg,2.00,12/3/2012
neg,40.00,12/4/2012
neg,2.00,12/5/2012
neg,21.00,12/6/2012
neg,5.00,12/7/2012
neg,0.00,12/8/2012
neg,0.00,12/9/2012
neg,2.00,12/10/2012
neg,12.00,12/11/2012
neg,16.00,12/12/2012
neg,2.00,12/13/2012
neg,30.00,12/14/2012
neg,0.00,12/15/2012
neg,14.00,12/16/2012
neg,3.00,12/17/2012
neg,44.00,12/18/2012
neg,21.00,12/19/2012
neg,4.00,12/20/2012
neg,63.00,12/21/2012
neg,0.00,12/22/2012
neg,12.00,12/23/2012
neg,1.00,12/24/2012
neg,5.00,12/25/2012
neg,22.00,12/26/2012
neg,0.00,12/27/2012
neg,10.00,12/28/2012
neg,5.00,12/29/2012
neg,7.00,12/30/2012
neg,12.00,12/31/2012
neg,33.00,1/1/2013
neg,0.00,1/2/2013
neg,60.00,1/3/2013
neg,1.00,1/4/2013
neg,88.00,1/5/2013
neg,52.00,1/6/2013
neg,9.00,1/7/2013
neg,21.00,1/8/2013
neg,73.00,1/9/2013
neg,22.00,1/10/2013
neg,30.00,1/11/2013
neg,1093.00,1/12/2013
neg,487.00,1/13/2013
neg,399.00,1/14/2013
neg,1660.00,1/15/2013
neg,633.00,1/16/2013
neg,668.00,1/17/2013
neg,3641.00,1/18/2013
neg,1568.00,1/19/2013
neg,210.00,1/20/2013
neg,120.00,1/21/2013
neg,120.00,1/22/2013
neg,133.00,1/23/2013
neg,162.00,1/24/2013
neg,55.00,1/25/2013
neg,23.00,1/26/2013
neg,114.00,1/27/2013
neg,118.00,1/28/2013
neg,42.00,1/29/2013
neg,95.00,1/30/2013
neg,157.00,1/31/2013
neg,6.00,2/1/2013
neg,89.00,2/2/2013
neg,37.00,2/3/2013
neg,11.00,2/4/2013
neg,67.00,2/5/2013
neg,34.00,2/6/2013
neg,23.00,2/7/2013
neg,26.00,2/8/2013
neg,52.00,2/9/2013
neg,90.00,2/10/2013
neg,47.00,2/11/2013
neg,25.00,2/12/2013
neg,72.00,2/13/2013
neg,53.00,2/14/2013
neg,127.00,2/15/2013
neg,34.00,2/16/2013
neg,56.00,2/17/2013
neg,59.00,2/18/2013
neg,28.00,2/19/2013
neg,0.00,2/20/2013
neg,74.00,2/21/2013
neg,2.00,2/22/2013
neg,32.00,2/23/2013
neg,62.00,2/24/2013
neg,54.00,2/25/2013
neg,56.00,2/26/2013
neg,140.00,2/27/2013
neg,69.00,2/28/2013
neg,34.00,3/1/2013
neg,35.00,3/2/2013
neg,35.00,3/3/2013
neg,70.00,3/4/2013
neg,30.00,3/5/2013
neg,30.00,3/6/2013
neg,2.00,3/7/2013
neg,26.00,3/8/2013
neg,12.00,3/9/2013
neg,2.00,3/10/2013
neg,9.00,3/11/2013
neg,43.00,3/12/2013
neg,32.00,3/13/2013
neg,26.00,3/14/2013
neg,10.00,3/15/2013
