key,value,date
pos,71,07/01/12
pos,202,07/02/12
pos,354,07/03/12
pos,63,07/04/12
pos,86,07/05/12
pos,126,07/06/12
pos,107,07/07/12
pos,104,07/08/12
pos,167,07/09/12
pos,139,07/10/12
pos,147,07/11/12
pos,144,07/12/12
pos,96,07/13/12
pos,80,07/14/12
pos,39,07/15/12
pos,113,07/16/12
pos,228,07/17/12
pos,119,07/18/12
pos,115,07/19/12
pos,132,07/20/12
pos,128,07/21/12
pos,130,07/22/12
pos,165,07/23/12
pos,61,07/24/12
pos,247,07/25/12
pos,102,07/26/12
pos,162,07/27/12
pos,131,07/28/12
pos,95,07/29/12
pos,123,07/30/12
pos,61,07/31/12
pos,220,08/01/12
pos,87,08/02/12
pos,95,08/03/12
pos,53,08/04/12
pos,73,08/05/12
pos,79,08/06/12
pos,139,08/07/12
pos,61,08/08/12
pos,314,08/09/12
pos,117,08/10/12
pos,100,08/11/12
pos,75,08/12/12
pos,81,08/13/12
pos,111,08/14/12
pos,75,08/15/12
pos,82,08/16/12
pos,40,08/17/12
pos,81,08/18/12
pos,144,08/19/12
pos,180,08/20/12
pos,100,08/21/12
pos,59,08/22/12
pos,102,08/23/12
pos,14400,08/24/12
pos,6530,08/25/12
pos,1387,08/26/12
pos,1058,08/27/12
pos,762,08/28/12
pos,728,08/29/12
pos,379,08/30/12
pos,518,08/31/12
pos,289,09/01/12
pos,579,09/02/12
pos,351,09/03/12
pos,236,09/04/12
pos,253,09/05/12
pos,140,09/06/12
pos,164,09/07/12
pos,141,09/08/12
pos,62,09/09/12
pos,152,09/10/12
pos,144,09/11/12
pos,193,09/12/12
pos,220,09/13/12
pos,172,09/14/12
pos,163,09/15/12
pos,734,09/16/12
pos,231,09/17/12
pos,315,09/18/12
pos,177,09/19/12
pos,135,09/20/12
pos,165,09/21/12
pos,120,09/22/12
pos,106,09/23/12
pos,87,09/24/12
pos,225,09/25/12
pos,164,09/26/12
pos,165,09/27/12
pos,82,09/28/12
pos,181,09/29/12
pos,164,09/30/12
pos,259,10/01/12
pos,680,10/02/12
pos,425,10/03/12
pos,156,10/04/12
pos,216,10/05/12
pos,91,10/06/12
pos,72,10/07/12
pos,463,10/08/12
pos,102,10/09/12
pos,1050,10/10/12
pos,1369,10/11/12
pos,697,10/12/12
pos,423,10/13/12
pos,406,10/14/12
pos,395,10/15/12
pos,461,10/16/12
pos,6906,10/17/12
pos,2796,10/18/12
pos,1606,10/19/12
pos,1096,10/20/12
pos,721,10/21/12
pos,2149,10/22/12
pos,1136,10/23/12
pos,1138,10/24/12
pos,467,10/25/12
pos,219,10/26/12
pos,238,10/27/12
pos,201,10/28/12
pos,297,10/29/12
pos,361,10/30/12
pos,250,10/31/12
pos,456,11/01/12
pos,252,11/02/12
pos,274,11/03/12
pos,131,11/04/12
pos,208,11/05/12
pos,293,11/06/12
pos,385,11/07/12
pos,557,11/08/12
pos,436,11/09/12
pos,398,11/10/12
pos,374,11/11/12
pos,1022,11/12/12
pos,657,11/13/12
pos,302,11/14/12
pos,517,11/15/12
pos,754,11/16/12
pos,30,11/17/12
pos,179,11/18/12
pos,92,11/19/12
pos,182,11/20/12
pos,430,11/21/12
pos,177,11/22/12
pos,116,11/23/12
pos,133,11/24/12
pos,62,11/25/12
pos,93,11/26/12
pos,169,11/27/12
pos,2546,11/28/12
pos,381,11/29/12
pos,124,11/30/12
pos,112,12/01/12
pos,199,12/02/12
pos,56,12/03/12
pos,181,12/04/12
pos,52,12/05/12
pos,119,12/06/12
pos,90,12/07/12
pos,80,12/08/12
pos,49,12/09/12
pos,132,12/10/12
pos,150,12/11/12
pos,149,12/12/12
pos,119,12/13/12
pos,74,12/14/12
pos,533,12/15/12
pos,188,12/16/12
pos,77,12/17/12
pos,36,12/18/12
pos,33,12/19/12
pos,215,12/20/12
pos,202,12/21/12
pos,57,12/22/12
pos,67,12/23/12
pos,83,12/24/12
pos,70,12/25/12
pos,177,12/26/12
pos,321,12/27/12
pos,227,12/28/12
pos,225,12/29/12
pos,178,12/30/12
pos,143,12/31/12
pos,189,01/01/13
pos,209,01/02/13
pos,256,01/03/13
pos,201,01/04/13
pos,210,01/05/13
pos,188,01/06/13
pos,248,01/07/13
pos,241,01/08/13
pos,402,01/09/13
pos,240,01/10/13
pos,298,01/11/13
pos,460,01/12/13
pos,234,01/13/13
pos,813,01/14/13
pos,5244,01/15/13
pos,3475,01/16/13
pos,2604,01/17/13
pos,9936,01/18/13
pos,3498,01/19/13
pos,880,01/20/13
pos,585,01/21/13
pos,504,01/22/13
pos,647,01/23/13
pos,336,01/24/13
pos,222,01/25/13
pos,163,01/26/13
pos,134,01/27/13
pos,204,01/28/13
pos,331,01/29/13
pos,245,01/30/13
pos,405,01/31/13
pos,163,02/01/13
pos,64,02/02/13
pos,514,02/03/13
pos,374,02/04/13
pos,164,02/05/13
pos,237,02/06/13
pos,224,02/07/13
pos,142,02/08/13
pos,52,02/09/13
pos,132,02/10/13
pos,145,02/11/13
pos,124,02/12/13
pos,175,02/13/13
pos,94,02/14/13
pos,72,02/15/13
pos,149,02/16/13
pos,187,02/17/13
pos,153,02/18/13
pos,39,02/19/13
pos,146,02/20/13
pos,242,02/21/13
pos,75,02/22/13
pos,71,02/23/13
pos,82,02/24/13
pos,169,02/25/13
pos,186,02/26/13
pos,232,02/27/13
pos,333,02/28/13
pos,250,03/01/13
pos,78,03/02/13
pos,67,03/03/13
pos,83,03/04/13
pos,144,03/05/13
pos,107,03/06/13
pos,164,03/07/13
pos,42,03/08/13
pos,49,03/09/13
pos,107,03/10/13
pos,191,03/11/13
pos,113,03/12/13
pos,136,03/13/13
pos,187,03/14/13
pos,50,03/15/13
neg,13,03/15/12
neg,36,03/16/12
neg,0,03/17/12
neg,4,03/18/12
neg,0,03/19/12
neg,20,03/20/12
neg,35,03/21/12
neg,12,03/22/12
neg,10,03/23/12
neg,10,03/24/12
neg,12,03/25/12
neg,2,03/26/12
neg,20,03/27/12
neg,1,03/28/12
neg,10,03/29/12
neg,2,03/30/12
neg,30,03/31/12
neg,1,04/01/12
neg,6,04/02/12
neg,41,04/03/12
neg,21,04/04/12
neg,4,04/05/12
neg,14,04/06/12
neg,0,04/07/12
neg,10,04/08/12
neg,17,04/09/12
neg,32,04/10/12
neg,12,04/11/12
neg,120,04/12/12
neg,42,04/13/12
neg,11,04/14/12
neg,30,04/15/12
neg,12,04/16/12
neg,54,04/17/12
neg,11,04/18/12
neg,8,04/19/12
neg,0,04/20/12
neg,10,04/21/12
neg,0,04/22/12
neg,4,04/23/12
neg,2,04/24/12
neg,42,04/25/12
neg,12,04/26/12
neg,19,04/27/12
neg,10,04/28/12
neg,20,04/29/12
neg,31,04/30/12
neg,74,05/01/12
neg,27,05/02/12
neg,1,05/03/12
neg,2,05/04/12
neg,10,05/05/12
neg,0,05/06/12
neg,2,05/07/12
neg,20,05/08/12
neg,3,05/09/12
neg,32,05/10/12
neg,24,05/11/12
neg,15,05/12/12
neg,52,05/13/12
neg,20,05/14/12
neg,15,05/15/12
neg,39,05/16/12
neg,29,05/17/12
neg,33,05/18/12
neg,5,05/19/12
neg,15,05/20/12
neg,26,05/21/12
neg,68,05/22/12
neg,22,05/23/12
neg,10,05/24/12
neg,35,05/25/12
neg,10,05/26/12
neg,20,05/27/12
neg,20,05/28/12
neg,31,05/29/12
neg,5,05/30/12
neg,63,05/31/12
neg,60,06/01/12
neg,30,06/02/12
neg,20,06/03/12
neg,10,06/04/12
neg,60,06/05/12
neg,12,06/06/12
neg,23,06/07/12
neg,0,06/08/12
neg,10,06/09/12
neg,10,06/10/12
neg,20,06/11/12
neg,13,06/12/12
neg,110,06/13/12
neg,87,06/14/12
neg,23,06/15/12
neg,17,06/16/12
neg,20,06/17/12
neg,27,06/18/12
neg,27,06/19/12
neg,0,06/20/12
neg,23,06/21/12
neg,30,06/22/12
neg,16,06/23/12
neg,10,06/24/12
neg,20,06/25/12
neg,14,06/26/12
neg,66,06/27/12
neg,10,06/28/12
neg,46,06/29/12
neg,62,06/30/12
neg,31,07/01/12
neg,27,07/02/12
neg,0,07/03/12
neg,50,07/04/12
neg,30,07/05/12
neg,14,07/06/12
neg,42,07/07/12
neg,13,07/08/12
neg,40,07/09/12
neg,71,07/10/12
neg,58,07/11/12
neg,63,07/12/12
neg,22,07/13/12
neg,7,07/14/12
neg,2,07/15/12
neg,18,07/16/12
neg,93,07/17/12
neg,31,07/18/12
neg,46,07/19/12
neg,28,07/20/12
neg,30,07/21/12
neg,29,07/22/12
neg,23,07/23/12
neg,42,07/24/12
neg,20,07/25/12
neg,30,07/26/12
neg,30,07/27/12
neg,20,07/28/12
neg,4,07/29/12
neg,40,07/30/12
neg,4,07/31/12
neg,52,08/01/12
neg,2,08/02/12
neg,31,08/03/12
neg,11,08/04/12
neg,12,08/05/12
neg,12,08/06/12
neg,26,08/07/12
neg,30,08/08/12
neg,25,08/09/12
neg,26,08/10/12
neg,0,08/11/12
neg,22,08/12/12
neg,12,08/13/12
neg,73,08/14/12
neg,50,08/15/12
neg,22,08/16/12
neg,12,08/17/12
neg,6,08/18/12
neg,4,08/19/12
neg,73,08/20/12
neg,1,08/21/12
neg,24,08/22/12
neg,10,08/23/12
neg,3056,08/24/12
neg,606,08/25/12
neg,93,08/26/12
neg,126,08/27/12
neg,211,08/28/12
neg,46,08/29/12
neg,119,08/30/12
neg,10,08/31/12
neg,61,09/01/12
neg,48,09/02/12
neg,34,09/03/12
neg,58,09/04/12
neg,100,09/05/12
neg,119,09/06/12
neg,77,09/07/12
neg,25,09/08/12
neg,23,09/09/12
neg,7,09/10/12
neg,84,09/11/12
neg,71,09/12/12
neg,41,09/13/12
neg,34,09/14/12
neg,53,09/15/12
neg,2,09/16/12
neg,15,09/17/12
neg,12,09/18/12
neg,35,09/19/12
neg,12,09/20/12
neg,83,09/21/12
neg,20,09/22/12
neg,30,09/23/12
neg,50,09/24/12
neg,0,09/25/12
neg,25,09/26/12
neg,31,09/27/12
neg,25,09/28/12
neg,34,09/29/12
neg,40,09/30/12
neg,30,10/01/12
neg,56,10/02/12
neg,34,10/03/12
neg,24,10/04/12
neg,19,10/05/12
neg,19,10/06/12
neg,48,10/07/12
neg,20,10/08/12
neg,20,10/09/12
neg,195,10/10/12
neg,301,10/11/12
neg,102,10/12/12
neg,51,10/13/12
neg,122,10/14/12
neg,41,10/15/12
neg,210,10/16/12
neg,4209,10/17/12
neg,1291,10/18/12
neg,378,10/19/12
neg,1949,10/20/12
neg,933,10/21/12
neg,793,10/22/12
neg,519,10/23/12
neg,260,10/24/12
neg,61,10/25/12
neg,105,10/26/12
neg,81,10/27/12
neg,127,10/28/12
neg,594,10/29/12
neg,82,10/30/12
neg,29,10/31/12
neg,30,11/01/12
neg,3,11/02/12
neg,4,11/03/12
neg,17,11/04/12
neg,7,11/05/12
neg,39,11/06/12
neg,18,11/07/12
neg,29,11/08/12
neg,58,11/09/12
neg,42,11/10/12
neg,11,11/11/12
neg,1110,11/12/12
neg,162,11/13/12
neg,16,11/14/12
neg,40,11/15/12
neg,29,11/16/12
neg,43,11/17/12
neg,14,11/18/12
neg,31,11/19/12
neg,17,11/20/12
neg,84,11/21/12
neg,3,11/22/12
neg,33,11/23/12
neg,3,11/24/12
neg,16,11/25/12
neg,53,11/26/12
neg,2,11/27/12
neg,2414,11/28/12
neg,232,11/29/12
neg,5,11/30/12
neg,0,12/01/12
neg,20,12/02/12
neg,2,12/03/12
neg,40,12/04/12
neg,2,12/05/12
neg,21,12/06/12
neg,5,12/07/12
neg,0,12/08/12
neg,0,12/09/12
neg,2,12/10/12
neg,12,12/11/12
neg,16,12/12/12
neg,2,12/13/12
neg,30,12/14/12
neg,0,12/15/12
neg,14,12/16/12
neg,3,12/17/12
neg,44,12/18/12
neg,21,12/19/12
neg,4,12/20/12
neg,63,12/21/12
neg,0,12/22/12
neg,12,12/23/12
neg,1,12/24/12
neg,5,12/25/12
neg,22,12/26/12
neg,0,12/27/12
neg,10,12/28/12
neg,5,12/29/12
neg,7,12/30/12
neg,12,12/31/12
neg,33,01/01/13
neg,0,01/02/13
neg,60,01/03/13
neg,1,01/04/13
neg,88,01/05/13
neg,52,01/06/13
neg,9,01/07/13
neg,21,01/08/13
neg,73,01/09/13
neg,22,01/10/13
neg,30,01/11/13
neg,1093,01/12/13
neg,487,01/13/13
neg,399,01/14/13
neg,1660,01/15/13
neg,633,01/16/13
neg,668,01/17/13
neg,3641,01/18/13
neg,1568,01/19/13
neg,210,01/20/13
neg,120,01/21/13
neg,120,01/22/13
neg,133,01/23/13
neg,162,01/24/13
neg,55,01/25/13
neg,23,01/26/13
neg,114,01/27/13
neg,118,01/28/13
neg,42,01/29/13
neg,95,01/30/13
neg,157,01/31/13
neg,6,02/01/13
neg,89,02/02/13
neg,37,02/03/13
neg,11,02/04/13
neg,67,02/05/13
neg,34,02/06/13
neg,23,02/07/13
neg,26,02/08/13
neg,52,02/09/13
neg,90,02/10/13
neg,47,02/11/13
neg,25,02/12/13
neg,72,02/13/13
neg,53,02/14/13
neg,127,02/15/13
neg,34,02/16/13
neg,56,02/17/13
neg,59,02/18/13
neg,28,02/19/13
neg,0,02/20/13
neg,74,02/21/13
neg,2,02/22/13
neg,32,02/23/13
neg,62,02/24/13
neg,54,02/25/13
neg,56,02/26/13
neg,140,02/27/13
neg,69,02/28/13
neg,34,03/01/13
neg,35,03/02/13
neg,35,03/03/13
neg,70,03/04/13
neg,30,03/05/13
neg,30,03/06/13
neg,2,03/07/13
neg,26,03/08/13
neg,12,03/09/13
neg,2,03/10/13
neg,9,03/11/13
neg,43,03/12/13
neg,32,03/13/13
neg,26,03/14/13
neg,10,03/15/13
